,title,link,description,published,city,state_name,county_name,lat,lng
1174,Rescue for palm oil-covered birds,http://www.bbc.co.uk/news/uk-england-dorset-21275648#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Hundreds of seabirds are washed up along the coast of south west England, covered in palm oil.","Thu, 31 Jan 2013 19:54:13 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1175,Heatwave: 2018 was the joint hottest summer for UK,https://www.bbc.co.uk/news/uk-45399134,"It was also the hottest summer for England since records began in 1910, the Met Office says.","Mon, 03 Sep 2018 16:37:31 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1176,Badger killing starts amid protests,http://www.bbc.co.uk/news/uk-england-23845851#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A badger cull in parts of the west of England is under way, the National Farmers' Union president confirms.","Tue, 27 Aug 2013 15:16:29 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1177,Plastic bag use plummets in England since 5p charge,http://www.bbc.co.uk/news/science-environment-36917174,"Shoppers in England are on target to use six billion fewer plastic bags in the first year since a 5p charge for them was introduced, government data suggests.","Sat, 30 Jul 2016 11:41:43 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1178,Government 'to back badger cull',http://www.bbc.co.uk/go/rss/int/news/-/news/uk-14195808,The government is expected to give final backing to badger culling in England.,"Tue, 19 Jul 2011 07:14:18 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1179,England badger cull court appeal,http://www.bbc.co.uk/news/science-environment-19550627#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Badgers could be shot across England within weeks, barring a last minute legal challenge.","Tue, 11 Sep 2012 10:07:35 GMT",England,Arkansas,Lonoke,34.5454,-91.9675
1180,Space launch for chicken outfit,http://www.bbc.co.uk/news/uk-england-coventry-warwickshire-18102288#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A rubber chicken wearing an outfit knitted from plastic bags by a woman from Rugby is to be launched into space by Nasa on Sunday.,"Thu, 17 May 2012 12:40:17 GMT",Rugby,North Dakota,Pierce,48.3654,-99.9903
1181,VIDEO: Training for outer space in a cave,http://www.bbc.co.uk/news/world-europe-19583007#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Six astronauts are about to return from an usual mission after spending a week in a vast cave network on the island of Sardinia.,"Thu, 13 Sep 2012 06:44:42 GMT",Sardinia,Ohio,Brown,39.0071,-83.802
1182,Navy investigates 'lost submarine find',http://www.bbc.co.uk/news/uk-36386581#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The Royal Navy is investigating claims the wreckage of a British submarine lost during World War Two has been discovered off the coast of Sardinia.,"Thu, 26 May 2016 09:23:53 GMT",Sardinia,Ohio,Brown,39.0071,-83.802
1183,VIDEO: Bleak future for Tripoli zoo animals?,http://www.bbc.co.uk/go/rss/int/news/-/news/world-africa-16371108,Staff say money to feed the hundreds of animals there is running out.,"Sat, 31 Dec 2011 05:39:54 GMT",Tripoli,Iowa,Bremer,42.8083,-92.2578
1217,VIDEO: Inside Russia's new space port,http://www.bbc.co.uk/news/world-europe-35414584#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Work is nearing completion on building Russia's new Vostochny space port, designed to replace the Baikonur launch facility in Kazakhstan.","Thu, 28 Jan 2016 04:08:36 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1218,VIDEO: Meteor fragment 'smashes icy lake',http://www.bbc.co.uk/news/world-europe-21480497#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Scientists are keen to analyse the remnants of a meteor which crashed in Russia's Ural mountains.,"Fri, 15 Feb 2013 18:12:18 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1219,VIDEO: Up close with the rare Siberian tiger,http://www.bbc.co.uk/news/world-22799908#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Operation Snow Tiger follows wild animal biologist Liz Bonnin and an international team of scientists on an expedition to Russia, documenting one of the world's rarest and most mysterious animals - the Siberian tiger.","Sun, 09 Jun 2013 00:48:44 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1220,Russia grounds rockets after loss,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-14669014,Russia has grounded its fleet of Soyuz rockets after an unmanned spacecraft carrying tonnes of cargo for the space station crashed after lift-off.,"Thu, 25 Aug 2011 15:17:01 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1221,Russia finds space rocket defect,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-14852534,The Russian space agency says the Soyuz rocket that failed while carrying cargo to the International Space Station had a production line defect.,"Fri, 09 Sep 2011 10:32:43 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1222,Delayed Russian rocket lifts off,http://www.bbc.co.uk/news/science-environment-36156873#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Russia launches the first rocket from its new Vostochny cosmodrome, following a 24-hour delay that drew the ire of President Vladimir Putin.","Thu, 28 Apr 2016 05:55:46 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1223,Clean-up for meteorite-hit Urals,http://www.bbc.co.uk/news/world-europe-21482252#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A big clean-up operation is going on in Russia's Ural region after Friday's spectacular meteor strike, which injured more than 1,000 people.","Sat, 16 Feb 2013 12:13:55 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1224,Russia ban on grain export begins,http://www.bbc.co.uk/go/rss/int/news/-/news/business-10977955,"A ban on grain exports imposed by Russia after wildfires devastated crops comes into force, a move likely to push up bread prices.","Sun, 15 Aug 2010 07:01:59 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1225,Russia satellites orbit failure,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-11922496,"Three Russian satellites fail to enter orbit after launch, possibly crashing into the Pacific, Russian news agencies report.","Sun, 05 Dec 2010 15:16:30 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1226,Frozen plants spring back to life,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-17100574,"Scientists in Russia raise plants from fruit stored away by squirrels 30,000 years ago, smashing the previous age record.","Mon, 20 Feb 2012 20:35:15 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1227,Trouble at mill,http://www.bbc.co.uk/news/science-environment-10739378,Russia's Lake Baikal risks losing World Heritage status amid paper mill pollution concerns,"Fri, 23 Jul 2010 12:54:27 +0000",Russia,Ohio,Shelby,40.2341,-84.4076
1228,Russia's latest spacecraft,http://www.bbc.co.uk/news/science-environment-10725093,Craft that will carry next generation of cosmonauts,"Thu, 22 Jul 2010 13:24:51 +0000",Russia,Ohio,Shelby,40.2341,-84.4076
1229,VIDEO: Trainee cosmonauts in crash test,http://www.bbc.co.uk/news/world-europe-21378397#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Candidates in the Russian space agency's cosmonaut training competition have been given their first real endurance test at Russia's specialist training centre.,"Fri, 08 Feb 2013 07:31:26 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1230,Russia delays manned space flight,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-14708107,Russia delays the next manned flight to the space station after an unmanned cargo ship crashed on launch last week.,"Mon, 29 Aug 2011 13:57:01 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1231,Rare cats in Russia's wilderness,http://www.bbc.co.uk/nature/16282718,"Wildlife vets track the world's rarest big cats in the forests of Russia, in an attempt to save them from extinction.","Thu, 22 Dec 2011 12:16:13 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1232,Cheetah seized by Heathrow staff,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-london-16522929,A cheetah on its way to Russia is stopped at Heathrow Airport by border staff suspicious about its missing identity microchip.,"Thu, 12 Jan 2012 10:49:19 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1233,Reserve for world's rarest cats,http://www.bbc.co.uk/nature/17707022,Russia's new reserve for rare tigers and leopards,"Fri, 13 Apr 2012 23:35:39 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1234,Russia space agency boss replaced,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-13237153,Anatoly Perminov steps down as head of Russia's space agency after a humiliating rocket failure in December.,"Fri, 29 Apr 2011 10:06:58 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1235,Russia firm unveils plan for 'cosmic hotel',http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-11440701,"A Russian firm has launched an ambitious plan to put a ""cosmic hotel"" into orbit by 2016, a Russian news agency reports.","Thu, 30 Sep 2010 00:25:09 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1236,VIDEO: Rare glimpse inside Russia's Star City,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-12516231,Journalists have been given a rare glimpse inside Russia's Star City cosmonaut training centre.,"Sat, 19 Feb 2011 19:31:15 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1237,Space travel 'Russia's priority',http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-13046190,"Space exploration remains a priority for Russia, President Dmitry Medvedev has said on the 50th anniversary of the first manned space flight.","Tue, 12 Apr 2011 13:39:36 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1238,VIDEO: Inside Russia's Star City,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13041143,"A look inside Star City, where Russian cosmonauts train to go into space - just as Yuri Gagarin did.","Mon, 11 Apr 2011 23:16:30 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1239,Russian anti-satellite test adds to worsening problem of space debris,https://www.bbc.co.uk/news/science-environment-59307862?at_medium=RSSat_campaign=KARANGA,"Russia has destroyed one of its own satellites in orbit, prompting international condemnation.","Tue, 16 Nov 2021 17:50:24 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1240,Russia Soyuz rocket docks at ISS,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-15751529,"Russia's Soyuz spacecraft, with a three-man Russian and US crew, successfully docks with the International Space Station.","Wed, 16 Nov 2011 08:11:46 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1241,VIDEO: Russia Soyuz docks with ISS,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-15751856,Russia's Soyuz spacecraft has docked successfully at the International Space Station.,"Wed, 16 Nov 2011 07:48:29 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1242,Russian film team boldly shoot towards space station,https://www.bbc.co.uk/news/world-europe-58804143?at_medium=RSSat_campaign=KARANGA,An actress and film director dock with the International Space Station in a first for Russia.,"Tue, 05 Oct 2021 16:13:37 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1243,Chelyabinsk gripped by 'meteor fever',http://www.bbc.co.uk/news/world-europe-21554326#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Size matters in Russia 'space stone' hunt,"Mon, 25 Feb 2013 01:21:16 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1244,Meteor shockwave circled globe twice,http://www.bbc.co.uk/news/science-environment-23066055#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The shock wave from an asteroid that burned up over Russia in February was so powerful that it travelled twice around the globe, scientists say.","Fri, 28 Jun 2013 01:29:33 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1245,VIDEO: Russia finds vast sub-glacial lake,http://www.bbc.co.uk/go/rss/int/news/-/news/world-16958970,Russian scientists have been drilling for two decades in the Antarctic and say they have found a vast sub-glacial lake.,"Thu, 09 Feb 2012 04:57:25 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1246,UK-Dutch-built Sentinel launches to track air quality,http://www.bbc.co.uk/news/science-environment-41604186,Sentinel-5P lifts off from Russia to make 20 million daily observations of pollution across the globe.,"Fri, 13 Oct 2017 11:06:04 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1247,Another Soyuz rocket launch fails,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-16317099,Russia's recent poor launch record continues with yet another Soyuz rocket failing to get its satellite payload into orbit.,"Fri, 23 Dec 2011 13:50:49 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1248,Wolves raid east Russia villages,http://www.bbc.co.uk/news/world-europe-20932461#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"An influx of wolves preying on reindeer herds triggers a state of emergency in the Sakha Republic, in northeastern Russia.","Mon, 07 Jan 2013 11:28:45 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1249,Russia tests 'satellite catcher',http://www.bbc.co.uk/news/science-environment-30097643#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Russia may be testing a satellite capable of chasing down and inspecting other orbiting spacecraft, experts say.","Tue, 18 Nov 2014 15:57:37 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1250,"Only 3,000 tigers left in the world",http://www.bbc.co.uk/go/rss/int/news/-/news/uk-politics-11805699,Leaders from the 13 countries where tigers still live in the wild are meeting in Russia to discuss how to keep the species going.,"Sun, 21 Nov 2010 11:11:00 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1251,Russia to build a new spaceport ,http://www.bbc.co.uk/news/science-environment-10698433,"Russia will invest £527m in a new spaceport in the country's Far East, Prime Minister Vladimir Putin announces.","Tue, 20 Jul 2010 11:56:17 +0000",Russia,Ohio,Shelby,40.2341,-84.4076
1252,"VIDEO: Russia's 39,000-year-old mammoth",http://www.bbc.co.uk/news/science-environment-29815536#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A 39,000 year-old baby mammoth named Yuka has been put in display in central Moscow making it the best preserved mammoth in palaeontology.","Wed, 29 Oct 2014 15:05:36 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1253,Cost of drought,http://www.bbc.co.uk/go/rss/int/news/-/news/business-11084236,Russia's economic growth hit by extreme temperatures,"Wed, 25 Aug 2010 23:02:32 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1254,Russia meteor's origin tracked down,http://www.bbc.co.uk/news/science-environment-21579422#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Astronomers trace the origin of a meteor that injured about 1,000 people after breaking up over central Russia earlier this month.","Tue, 26 Feb 2013 09:25:23 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1255,White killer whale adult spotted,http://www.bbc.co.uk/news/science-environment-17783603#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A white orca is identified off Russia's Kamchatka peninsula - believed to be the first white adult seen in the wild.,"Mon, 23 Apr 2012 01:19:00 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1256,VIDEO: Russian volcano in fresh eruption,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-12385920,"A volcano in Russia has begun erupting, spurting ash up to four kilometres into the sky.","Mon, 07 Feb 2011 15:59:32 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1257,VIDEO: Trio of jaguar cubs charms Russia,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13077955,A zoo in St Petersburg is celebrating the arrival of jaguar cub triplets - a very rare occurrence when the animals are bread in captivity.,"Thu, 14 Apr 2011 11:33:41 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1258,VIDEO: Russia remembers space race triumph,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13057691,"As Russia celebrates the 50th anniversary of the first human space flight by Yuri Gagarin, Professor Colin Pillinger explains why it was such a victory.","Tue, 12 Apr 2011 20:17:43 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1259,Russia alarmed by large fall in bee populations,https://www.bbc.co.uk/news/world-europe-49047402,"Pesticides are blamed for Russia's mass bee deaths, while French honey production is also down.","Fri, 19 Jul 2019 14:13:50 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1260,Russia's Sirius Moon project leaves crew hungry for steak,https://www.bbc.co.uk/news/world-europe-49030795,"Four Russians and two Nasa engineers emerge from four months in a Moscow ""spacecraft"".","Thu, 18 Jul 2019 13:31:51 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1261,Russia charges Greenpeace 'pirates',http://www.bbc.co.uk/news/world-europe-24362817#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Russia charges 14 Greenpeace activists, including a British videographer, with piracy over a protest on an Arctic oil rig.","Wed, 02 Oct 2013 14:07:32 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1262,November date for next ISS ferry,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-14915718,"Russia announces a launch date for a Soyuz rocket to take astronauts to the International Space Station, following the August loss of an unmanned mission.","Wed, 14 Sep 2011 12:27:09 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1263,On Russia's controversial Arctic oil rig,http://www.bbc.co.uk/news/world-europe-24427153#sa-ns_mchannel=rssns_source=PublicRSS20-sa,How safe is Russia's controversial oil platform?,"Mon, 07 Oct 2013 12:00:58 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1264,Russia extends space station role,http://www.bbc.co.uk/news/science-environment-31629661#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Russia commits itself to operations on the International Space Station until 2024, matching the intentions of the Americans.","Wed, 25 Feb 2015 15:43:54 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1265,Asteroid hit rate 'underestimated',http://www.bbc.co.uk/news/science-environment-24839601#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The threat of another asteroid strike like the one that hit Russia this year has been underestimated, a study suggests.","Wed, 06 Nov 2013 18:39:14 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1266,Tiger talks aim to double numbers,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11791105,An international summit opens in Russia with leaders aiming to agree moves to double the number of tigers in the wild.,"Sun, 21 Nov 2010 01:14:06 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1267,Russia plans its own space station in 2025,https://www.bbc.co.uk/news/world-europe-56812294,The International Space Station is nearing the end of its life and Russia is working on a new module.,"Tue, 20 Apr 2021 13:52:16 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1268,Spektr-R: Russia's only space telescope 'not responding',https://www.bbc.co.uk/news/world-europe-46849347,"Spektr-R has stopped receiving commands from Earth, Russian astrophysicists say.","Sat, 12 Jan 2019 12:17:12 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1269,Russian tiger team hails success,http://news.bbc.co.uk/go/rss/int/news/-/earth/hi/earth_news/newsid_9313000/9313098.stm,"How a team in Russia is working to prevent critically endangered Amur tigers from being killed in ""human-tiger conflicts"".","Fri, 24 Dec 2010 17:19:33 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1270,Russia told to free Greenpeace ship,http://www.bbc.co.uk/news/world-europe-25058338#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A UN maritime tribunal orders Russia to free a Greenpeace vessel and 30 people detained after an oil drilling protest in the Arctic.,"Fri, 22 Nov 2013 18:49:44 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1271,Russia replaces space agency chief,http://www.bbc.co.uk/news/science-environment-24473120#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Russia replaces the head of its space programme Vladimir Popovkin with former defence minister Oleg Ostapenko.,"Thu, 10 Oct 2013 15:25:05 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1272,Key satellite launched in Russia,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-12587238,"Russia launches one of the final satellites for a global navigation system intended to rival the Americans' GPS, after recent attempts failed.","Sat, 26 Feb 2011 12:46:05 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1273,COP26: Russia's Vladimir Putin will not attend climate summit,https://www.bbc.co.uk/news/world-europe-58977993?at_medium=RSSat_campaign=KARANGA,No reason was given for the Russian leader's decision not to attend the conference in Glasgow.,"Wed, 20 Oct 2021 12:59:24 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1274,VIDEO: Russia's Soyuz rocket takes off,http://www.bbc.co.uk/news/science-environment-18845234#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A Russian-made Soyuz rocket has blasted off from Kazakhstan with three crew members, heading to the International Space Station.","Sun, 15 Jul 2012 06:30:47 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1275,Poison project,https://www.bbc.co.uk/news/world-europe-43828580,Scientist Vladimir Uglev has no doubt the agent that poisoned the Skripals was made in Russia.,"Thu, 19 Apr 2018 16:00:13 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1276,Russia wildfires still spreading,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-10881892,Russia battles against nearly 600 wildfires as reinforcements arrive from abroad and the death toll hits 50.,"Thu, 5 Aug 2010 18:09:18 +0000",Russia,Ohio,Shelby,40.2341,-84.4076
1277,Meteor injures hundreds in Russia,http://www.bbc.co.uk/news/world-europe-21468116#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A meteor crashing to earth in Russia's Ural mountains injures at least 950 people, as the shockwave blows out windows, Russian officials say.","Fri, 15 Feb 2013 15:58:01 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1278,Russia fights to keep its place in space,http://www.bbc.co.uk/go/rss/int/news/-/news/business-12395676,Russia needs to decide how to stay competitive in Space,"Thu, 10 Feb 2011 00:14:41 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1279,Russia shows off stealth fighter,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-14564311,"Russia shows off its first stealth fighter jet, developed jointly with India as a cheaper competitor to the US F-22 Raptor.","Wed, 17 Aug 2011 16:21:54 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1280,Sochi Olympic torch goes into space,http://www.bbc.co.uk/news/world-europe-24846606#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A torch for the Sochi Winter Olympics blasts off into space - as part of efforts to showcase next year's games in Russia.,"Thu, 07 Nov 2013 04:24:31 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1281,Russia to pull out of International Space Station,https://www.bbc.co.uk/news/world-europe-62308069?at_medium=RSSat_campaign=KARANGA,"Moscow says it now wants to build its own station, ending more than 20 years of cooperation with the US.","Tue, 26 Jul 2022 17:40:07 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1282,Russia sends long-delayed module to space station,https://www.bbc.co.uk/news/science-environment-57921439,"The 13m-long, 20-tonne Nauka laboratory is finally going into orbit after a delay of 14 years.","Wed, 21 Jul 2021 15:55:04 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1283,Russia resumes Soyuz ISS flight,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-15715260,"A Russian spacecraft carrying three astronauts to the International Space Station launches, after a crash in August delayed manned space travel.","Mon, 14 Nov 2011 07:49:39 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1284,Russia probes Greenpeace 'piracy',http://www.bbc.co.uk/news/world-europe-24222392#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Russian prosecutors accuse 30 Greenpeace activists of piracy and will prosecute all of them for trying to board an Arctic oil platform.,"Tue, 24 Sep 2013 14:55:48 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1285,Probe after 'kiwi' found in Russia,http://www.bbc.co.uk/go/rss/int/news/-/news/world-asia-pacific-13344158,New Zealand says it is checking reports that a rare kiwi bird has been found thousands of miles from its native land in the Russian port of Sochi.,"Tue, 10 May 2011 10:41:04 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1286,Rare Russian tiger returns to the wild,http://www.bbc.co.uk/news/world-39797123,"Amur tigers were nearly driven to extinction, but conservation work in Russia is helping them bouncing back slowly.","Wed, 03 May 2017 18:25:14 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1287,Russian volcano in fresh eruption,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-12385920,"A volcano in Russia has begun erupting, spurting ash up to four kilometres into the sky.","Mon, 07 Feb 2011 15:59:32 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1288,Soyuz rocket: First crewed launch since failure docks at ISS,https://www.bbc.co.uk/news/world-europe-46426320,Russia's space agency confirmed the docking - the first crewed launch since October's failure.,"Mon, 03 Dec 2018 17:58:38 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1289,UN to get Syria evidence - Russia,http://www.bbc.co.uk/news/world-middle-east-24140475#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Russia will hand to the UN evidence implicating Syrian rebels in the 21 August chemical attack, its foreign minister says.","Wed, 18 Sep 2013 15:13:25 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1290,Meteor 'injures hundreds' in Russia,http://www.bbc.co.uk/news/world-europe-21468116#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A meteor crashing to earth in the Urals of central Russia injures at least 400 people, as the shockwave blows out windows, according to Russian media.","Fri, 15 Feb 2013 09:41:44 GMT",Russia,Ohio,Shelby,40.2341,-84.4076
1291,Speed of light pictures displayed,http://www.bbc.co.uk/news/technology-18636266#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A femto-camera and the amazing images it takes is shown off at TEDGlobal in Edinburgh.,"Thu, 28 Jun 2012 20:11:09 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1292,Visions of the future of flying,http://www.bbc.co.uk/news/technology-22874991#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A concept aircraft of the future has been shown off at the TEDGlobal conference in Edinburgh.,"Wed, 12 Jun 2013 18:23:46 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1293,Ripping a hole in space and time,http://www.bbc.co.uk/news/uk-scotland-19822295#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Edinburgh-based team furthering drive to understand Universe,"Thu, 04 Oct 2012 00:46:28 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1294,VIDEO: How do our brains deteriorate with age?,http://www.bbc.co.uk/news/health-30826552#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Scientists in Edinburgh investigate the effects of ageing on the brain as the population continues to grow older.,"Thu, 15 Jan 2015 08:02:09 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1295,Whisky biofuel company launched,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-scotland-scotland-business-16701335,A new company is formed in Edinburgh to produce a biofuel made from whisky by-products on an industrial scale.,"Wed, 25 Jan 2012 01:11:06 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1296,Male 'contraceptive gene' found,http://www.bbc.co.uk/news/health-18190352#sa-ns_mchannel=rssns_source=PublicRSS20-sa,It may be possible to make a new form of male contraceptive after scientists in Edinburgh find a critical gene for the production of healthy sperm.,"Thu, 24 May 2012 23:04:41 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1297,VIDEO: Panda on parade at Edinburgh zoo,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-16138143,Edinburgh pandas settling in to their new home but one is a little camera shy,"Mon, 12 Dec 2011 13:52:58 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1298,Edinburgh's Royal Botanic Garden celebrates 350th anniversary,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-53779555,The Royal Botanic Garden in Edinburgh celebrates three and a half centuries of science and conservation.,"Fri, 14 Aug 2020 23:25:45 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1299,VIDEO: Making orange juice last longer,http://www.bbc.co.uk/news/uk-scotland-20712157#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Scientists in Edinburgh develop a new way of extending the shelf life of food.,"Thu, 13 Dec 2012 10:55:02 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
1300,DNA study provides insight into how to live longer,http://www.bbc.co.uk/news/health-41588613,"A year in school adds nearly a year to your life, study in Edinburgh shows.","Fri, 13 Oct 2017 11:59:53 GMT",Edinburgh,Indiana,Johnson,39.3509,-85.9625
